"Year","state","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","JOBS_1000","H_MEAN","Mean_Salary","H_PCT10","H_PCT90","H_MEDIAN","A_PCT10","A_PCT90","Median_Salary","Keyword"
"2021","Virginia","15-1243","database architects","detailed","4340","1.1559999999999999","54.76","113900","29.67","81.489999999999995","49.57","61710","169500","103110","Data Architecture"
"2021","Virginia","15-2031","operations research analysts","detailed","6720","1.7909999999999999","56.48","117480","29.67","80.010000000000005","57.01","61710","166420","118570","Data Analytics"
"2021","Virginia","15-2051","data scientists","detailed","3650","0.97399999999999998","55.59","115630","29.69","80.73","49.62","61750","167930","103210","Data Science"
"2021","Washington","00-0000","all occupations","total","3205930","1000","33.049999999999997","68740","14.64","61.28","24.25","30460","127470","50450","All US Occupations"
"2021","Washington","15-1221","computer and information research scientists","detailed","2360","0.73499999999999999","65.75","136770","26.41","92.89","73.53","54930","193210","152940","Machine Learning"
"2021","Washington","15-1242","database administrators","detailed","2310","0.72099999999999997","52.64","109490","28.67","79.680000000000007","49.33","59620","165730","102600","Data Engineering"
"2021","Washington","15-1243","database architects","detailed","1860","0.57999999999999996","72.319999999999993","150430","49.57","90.11","79.25","103100","187420","164840","Data Architecture"
"2021","Washington","15-2031","operations research analysts","detailed","1830","0.57099999999999995","47.33","98440","30.18","62.82","41.59","62780","130670","86510","Data Analytics"
"2021","Washington","15-2051","data scientists","detailed","2460","0.76800000000000002","64.38","133900","38.75","95.45","62.29","80600","198540","129560","Data Science"
"2021","West Virginia","00-0000","all occupations","total","657680","1000","22.35","46490","10.44","37.81","17.72","21720","78640","36860","All US Occupations"
"2021","West Virginia","15-1242","database administrators","detailed","290","0.44800000000000001","33.71","70110","22.13","48.41","29.97","46040","100690","62340","Data Engineering"
"2021","West Virginia","15-1243","database architects","detailed","60","9.1999999999999998E-2","45.7","95060","23.55","65.45","39.19","48970","136130","81520","Data Architecture"
"2021","West Virginia","15-2031","operations research analysts","detailed","330","0.502","27.41","57010","14.57","45.67","23.5","30300","94990","48870","Data Analytics"
"2021","West Virginia","15-2051","data scientists","detailed","90","0.14199999999999999","30.94","64360","22.28","48.46","29.67","46340","100800","61710","Data Science"
"2021","Wisconsin","00-0000","all occupations","total","2754870","1000","25.54","53120","11.25","45.6","21.63","23390","94850","45000","All US Occupations"
"2021","Wisconsin","15-1221","computer and information research scientists","detailed","110","3.9E-2","49.8","103570","29.38","64.959999999999994","56.72","61120","135120","117970","Machine Learning"
"2021","Wisconsin","15-1242","database administrators","detailed","1380","0.501","41.9","87160","23.43","62.14","38.65","48730","129240","80390","Data Engineering"
"2021","Wisconsin","15-1243","database architects","detailed","730","0.26500000000000001","50.91","105890","35.880000000000003","64.290000000000006","48.88","74630","133710","101660","Data Architecture"
"2021","Wisconsin","15-2031","operations research analysts","detailed","1670","0.60699999999999998","43.7","90900","23.25","79.569999999999993","37.03","48350","165500","77030","Data Analytics"
"2021","Wisconsin","15-2051","data scientists","detailed","1490","0.54100000000000004","34.479999999999997","71710","14.54","51.25","36.14","30240","106610","75180","Data Science"
"2021","Wyoming","00-0000","all occupations","total","260530","1000","25.05","52110","11.19","41.59","22.06","23260","86510","45890","All US Occupations"
"2021","Wyoming","15-1242","database administrators","detailed","110","0.42399999999999999","34.520000000000003","71800","18.440000000000001","49.08","36.78","38340","102090","76510","Data Engineering"
"2021","Wyoming","15-1243","database architects","detailed","110","0.41099999999999998","26.28","54660","21.54","31.23","25.23","44800","64960","52480","Data Architecture"
"2021","Guam","00-0000","all occupations","total","58390","1000","19.100000000000001","39720","9.07","35.22","14.31","18870","73260","29760","All US Occupations"
"2021","Puerto Rico","00-0000","all occupations","total","843810","1000","14.65","30480","8.2100000000000009","23.64","10.93","17080","49160","22730","All US Occupations"
"2021","Puerto Rico","15-1242","database administrators","detailed","280","0.33500000000000002","23.24","48340","8.2899999999999991","35.83","22.64","17230","74530","47080","Data Engineering"
"2021","Puerto Rico","15-1243","database architects","detailed","40","5.1999999999999998E-2","35.799999999999997","74470","23.61","45.52","37.65","49100","94680","78320","Data Architecture"
"2021","Virgin Islands","00-0000","all occupations","total","33260","1000","23.07","47980","11.4","38.08","17.97","23700","79210","37370","All US Occupations"
"2020","Alabama","00-0000","all occupations","total","1903210","1000","22.52","46840","8.98","41.07","17.43","18690","85430","36250","All US Occupations"
"2020","Alabama","15-1221","computer and information research scientists","detailed","380","0.20100000000000001","60.84","126550","37.24","82.08","58.93","77470","170730","122580","Machine Learning"
"2020","Alabama","15-2031","operations research analysts","detailed","560","0.29199999999999998","49.09","102100","26.4","74.69","49.57","54920","155360","103100","Data Analytics"
"2020","Alaska","00-0000","all occupations","total","296300","1000","29.69","61760","12.31","52.15","24.45","25590","108480","50860","All US Occupations"
"2020","Alaska","15-2031","operations research analysts","detailed","120","0.39100000000000001","36.49","75900","20.84","60.22","32.979999999999997","43340","125260","68590","Data Analytics"
"2020","Arizona","00-0000","all occupations","total","2835110","1000","25.67","53400","12.21","46.79","19.350000000000001","25400","97320","40260","All US Occupations"
"2020","Arizona","15-1221","computer and information research scientists","detailed","200","6.9000000000000006E-2","56.09","116670","28.52","78.55","55.61","59320","163380","115660","Machine Learning"
"2020","Arizona","15-2031","operations research analysts","detailed","1680","0.59399999999999997","39.799999999999997","82770","22.15","60.87","37.9","46070","126620","78830","Data Analytics"
"2020","Arkansas","00-0000","all occupations","total","1177860","1000","21.53","44780","10.01","37.659999999999997","16.510000000000002","20820","78330","34330","All US Occupations"
"2020","Arkansas","15-1221","computer and information research scientists","detailed","60","4.9000000000000002E-2","60.15","125120","36.89","78.989999999999995","61.75","76720","164300","128450","Machine Learning"
"2020","Arkansas","15-2031","operations research analysts","detailed","270","0.22500000000000001","30.33","63080","16.73","48.45","27.61","34810","100770","57430","Data Analytics"
"2020","California","00-0000","all occupations","total","16430660","1000","31.61","65740","13.26","62.82","22.74","27580","130660","47290","All US Occupations"
"2020","California","15-1221","computer and information research scientists","detailed","7170","0.436","72.52","150830","38.15","#","69.55","79360","#","144670","Machine Learning"
"2020","California","15-2031","operations research analysts","detailed","8940","0.54400000000000004","52.09","108350","28.05","77.959999999999994","48.63","58340","162160","101160","Data Analytics"
"2020","Colorado","00-0000","all occupations","total","2578000","1000","29.25","60840","12.33","54.37","22.52","25660","113090","46850","All US Occupations"
"2020","Colorado","15-1221","computer and information research scientists","detailed","380","0.14699999999999999","56.84","118220","39.21","79.23","54.58","81550","164790","113520","Machine Learning"
"2020","Colorado","15-2031","operations research analysts","detailed","790","0.307","45.03","93660","26.61","65.5","43.7","55350","136240","90890","Data Analytics"
"2020","Connecticut","00-0000","all occupations","total","1540870","1000","31.46","65450","12.14","57.66","24.57","25250","119930","51090","All US Occupations"
"2020","Connecticut","15-1221","computer and information research scientists","detailed","60","3.5999999999999997E-2","52.64","109490","34.4","73.209999999999994","52.65","71550","152280","109510","Machine Learning"
"2020","Connecticut","15-2031","operations research analysts","detailed","990","0.64500000000000002","42.19","87760","23.22","63.04","40.200000000000003","48300","131120","83610","Data Analytics"
"2020","Delaware","00-0000","all occupations","total","426380","1000","27.26","56700","10.6","50.91","20.72","22040","105890","43090","All US Occupations"
"2020","Delaware","15-2031","operations research analysts","detailed","690","1.6120000000000001","43.91","91330","24.87","65.27","43.03","51730","135760","89510","Data Analytics"
"2020","District of Columbia","00-0000","all occupations","total","687160","1000","45.83","95330","15.34","82.12","38.29","31910","170800","79650","All US Occupations"
"2020","District of Columbia","15-1221","computer and information research scientists","detailed","400","0.58699999999999997","61.46","127830","39.33","82.12","62.77","81810","170810","130560","Machine Learning"
"2020","District of Columbia","15-2031","operations research analysts","detailed","1330","1.9359999999999999","56.1","116700","29.19","82.12","53.26","60720","170800","110780","Data Analytics"
"2020","Florida","00-0000","all occupations","total","8441750","1000","24.05","50020","9.8699999999999992","43.83","18.07","20530","91160","37580","All US Occupations"
"2020","Florida","15-1221","computer and information research scientists","detailed","1160","0.13700000000000001","57.68","119970","35.130000000000003","89.15","51.66","73070","185440","107450","Machine Learning"
"2020","Florida","15-2031","operations research analysts","detailed","5570","0.66","33.96","70640","17.16","54.1","31.34","35680","112520","65180","Data Analytics"
"2020","Georgia","00-0000","all occupations","total","4308600","1000","24.97","51940","9.3000000000000007","47.93","18.59","19340","99680","38660","All US Occupations"
"2020","Georgia","15-1221","computer and information research scientists","detailed","720","0.16600000000000001","47.52","98830","27.82","74.790000000000006","43.07","57870","155560","89590","Machine Learning"
"2020","Georgia","15-2031","operations research analysts","detailed","3630","0.84299999999999997","34.29","71320","19.79","54.94","30.22","41150","114280","62850","Data Analytics"
"2020","Hawaii","00-0000","all occupations","total","574010","1000","27.98","58190","12.21","50.06","22.44","25400","104110","46680","All US Occupations"
"2020","Hawaii","15-1221","computer and information research scientists","detailed","90","0.161","54.83","114040","35.06","73.650000000000006","57.22","72920","153180","119020","Machine Learning"
"2020","Hawaii","15-2031","operations research analysts","detailed","170","0.3","42.87","89180","25.39","65.069999999999993","40.950000000000003","52810","135350","85170","Data Analytics"
"2020","Idaho","00-0000","all occupations","total","718820","1000","22.5","46800","9.76","40.020000000000003","17.79","20310","83240","37010","All US Occupations"
"2020","Idaho","15-1221","computer and information research scientists","detailed","80","0.11600000000000001","57.83","120280","37.06","77.75","58.69","77090","161710","122070","Machine Learning"
"2020","Idaho","15-2031","operations research analysts","detailed","620","0.86599999999999999","32.909999999999997","68450","11.24","61.58","29.42","23370","128080","61200","Data Analytics"
"2020","Illinois","00-0000","all occupations","total","5627660","1000","27.92","58070","10.65","52.1","21.01","22160","108360","43700","All US Occupations"
"2020","Illinois","15-1221","computer and information research scientists","detailed","370","6.5000000000000002E-2","55.39","115210","32.909999999999997","76.81","55.68","68440","159770","115810","Machine Learning"
"2020","Illinois","15-2031","operations research analysts","detailed","4270","0.75800000000000001","47.7","99210","27.4","69.760000000000005","46.41","57000","145100","96540","Data Analytics"
"2020","Indiana","00-0000","all occupations","total","2918340","1000","23.39","48650","10","40.54","18.559999999999999","20790","84310","38600","All US Occupations"
"2020","Indiana","15-1221","computer and information research scientists","detailed","150","5.1999999999999998E-2","45.59","94830","31.01","58.05","42.6","64500","120750","88620","Machine Learning"
"2020","Indiana","15-2031","operations research analysts","detailed","1260","0.433","35.1","73000","20.9","55.09","32.07","43470","114580","66700","Data Analytics"
"2020","Iowa","00-0000","all occupations","total","1469920","1000","23.69","49280","10.29","40.76","19.190000000000001","21400","84790","39920","All US Occupations"
"2020","Iowa","15-1221","computer and information research scientists","detailed","70","4.9000000000000002E-2","*","*","*","*","*","*","*","*","Machine Learning"
"2020","Iowa","15-2031","operations research analysts","detailed","470","0.31900000000000001","42.14","87650","22.6","68.56","38.97","47010","142610","81060","Data Analytics"
"2020","Kansas","00-0000","all occupations","total","1331950","1000","23.37","48610","9.59","41.82","18.59","19940","86990","38670","All US Occupations"
"2020","Kansas","15-1221","computer and information research scientists","detailed","130","9.6000000000000002E-2","*","*","*","*","*","*","*","*","Machine Learning"
"2020","Kansas","15-2031","operations research analysts","detailed","640","0.48399999999999999","42.15","87680","26.41","60.14","41.21","54940","125090","85720","Data Analytics"
"2020","Kentucky","00-0000","all occupations","total","1782580","1000","22.11","46000","9.61","38.44","17.899999999999999","19990","79960","37230","All US Occupations"
"2020","Kentucky","15-1221","computer and information research scientists","detailed","230","0.129","54.12","112570","27.05","84.54","57.5","56260","175840","119600","Machine Learning"
"2020","Kentucky","15-2031","operations research analysts","detailed","1200","0.67100000000000004","32.68","67980","18.68","50.37","30.46","38850","104770","63350","Data Analytics"
"2020","Louisiana","00-0000","all occupations","total","1801290","1000","22.34","46460","8.77","40.17","17.53","18250","83550","36460","All US Occupations"
"2020","Louisiana","15-1221","computer and information research scientists","detailed","130","7.2999999999999995E-2","38.32","79710","23.86","55.34","37.15","49620","115110","77280","Machine Learning"
"2020","Louisiana","15-2031","operations research analysts","detailed","280","0.157","38.979999999999997","81070","18.079999999999998","62.26","37.9","37600","129500","78820","Data Analytics"
"2020","Maine","00-0000","all occupations","total","575220","1000","24.62","51220","12.27","41.44","19.45","25520","86190","40460","All US Occupations"
"2020","Maine","15-2031","operations research analysts","detailed","320","0.56299999999999994","35.25","73310","22.27","51.3","32.96","46330","106710","68570","Data Analytics"
"2020","Maryland","00-0000","all occupations","total","2523030","1000","30.58","63610","11.64","59.68","23.43","24200","124130","48740","All US Occupations"
"2020","Maryland","15-1221","computer and information research scientists","detailed","2630","1.0429999999999999","62.81","130640","36.6","82.12","62.57","76130","170810","130150","Machine Learning"
"2020","Maryland","15-2031","operations research analysts","detailed","4030","1.597","50.04","104090","25.66","77.98","47.9","53360","162200","99640","Data Analytics"
"2020","Massachusetts","00-0000","all occupations","total","3349800","1000","33.659999999999997","70010","13.67","63.63","25.75","28420","132340","53550","All US Occupations"
"2020","Massachusetts","15-1221","computer and information research scientists","detailed","500","0.14899999999999999","57.77","120170","35.020000000000003","82.11","58.32","72840","170790","121310","Machine Learning"
"2020","Massachusetts","15-2031","operations research analysts","detailed","2830","0.84599999999999997","44.37","92290","25.69","68.56","40.6","53430","142610","84450","Data Analytics"
"2020","Michigan","00-0000","all occupations","total","3924010","1000","25.67","53390","10.96","47.04","19.670000000000002","22800","97840","40920","All US Occupations"
"2020","Michigan","15-1221","computer and information research scientists","detailed","180","4.4999999999999998E-2","43.44","90350","28.96","62.61","40.51","60230","130230","84260","Machine Learning"
"2020","Michigan","15-2031","operations research analysts","detailed","1810","0.46","41.33","85970","26.36","61.82","38.659999999999997","54830","128590","80420","Data Analytics"
"2020","Minnesota","00-0000","all occupations","total","2708760","1000","28.23","58720","12.06","50.64","22.41","25080","105330","46610","All US Occupations"
"2020","Minnesota","15-1221","computer and information research scientists","detailed","220","8.3000000000000004E-2","64.099999999999994","133340","43.8","87.71","63.61","91100","182440","132320","Machine Learning"
"2020","Minnesota","15-2031","operations research analysts","detailed","2870","1.0589999999999999","43.03","89500","23.9","64.459999999999994","40.520000000000003","49710","134080","84290","Data Analytics"
"2020","Mississippi","00-0000","all occupations","total","1076820","1000","20","41600","8.74","35.619999999999997","15.73","18180","74100","32710","All US Occupations"
"2020","Mississippi","15-1221","computer and information research scientists","detailed","310","0.28599999999999998","47.83","99490","29.55","67.38","47.61","61460","140140","99030","Machine Learning"
"2020","Mississippi","15-2031","operations research analysts","detailed","290","0.27400000000000002","36.909999999999997","76770","19.600000000000001","58.05","35.25","40770","120750","73330","Data Analytics"
"2020","Missouri","00-0000","all occupations","total","2691630","1000","24.1","50140","9.98","43.67","18.7","20760","90830","38890","All US Occupations"
"2020","Missouri","15-1221","computer and information research scientists","detailed","260","9.8000000000000004E-2","*","*","*","*","*","*","*","*","Machine Learning"
"2020","Missouri","15-2031","operations research analysts","detailed","1450","0.54","38.549999999999997","80190","21.04","60.13","37.369999999999997","43760","125070","77720","Data Analytics"
"2020","Montana","00-0000","all occupations","total","455450","1000","22.73","47270","9.9700000000000006","39.479999999999997","18.2","20740","82130","37860","All US Occupations"
"2020","Montana","15-2031","operations research analysts","detailed","110","0.24","34.56","71890","25.99","52.81","31.1","54050","109850","64690","Data Analytics"
"2020","Nebraska","00-0000","all occupations","total","942550","1000","24.16","50260","10.71","42.14","19.16","22270","87660","39850","All US Occupations"
"2020","Nebraska","15-1221","computer and information research scientists","detailed","50","5.5E-2","38.92","80960","24.34","58.27","34.17","50630","121210","71070","Machine Learning"
"2020","Nebraska","15-2031","operations research analysts","detailed","380","0.4","38.159999999999997","79380","21.19","59.8","35.340000000000003","44080","124370","73500","Data Analytics"
"2020","Nevada","00-0000","all occupations","total","1250860","1000","24.21","50360","9.77","44.53","18.55","20320","92620","38580","All US Occupations"
"2020","Nevada","15-2031","operations research analysts","detailed","210","0.17100000000000001","35.94","74750","23.79","54.34","32.18","49480","113020","66930","Data Analytics"
"2020","New Hampshire","00-0000","all occupations","total","619440","1000","27.27","56730","11.06","49.87","21.22","23010","103740","44130","All US Occupations"
"2020","New Hampshire","15-1221","computer and information research scientists","detailed","60","9.4E-2","62.11","129180","41.36","92.46","59.58","86030","192320","123930","Machine Learning"
"2020","New Hampshire","15-2031","operations research analysts","detailed","500","0.81100000000000005","46.44","96600","26.41","69.87","44.65","54940","145330","92880","Data Analytics"
"2020","New Jersey","00-0000","all occupations","total","3782730","1000","30.62","63690","11.6","59.07","23.14","24120","122860","48130","All US Occupations"
"2020","New Jersey","15-1221","computer and information research scientists","detailed","1140","0.30199999999999999","63.02","131070","39.61","90.37","62.35","82380","187960","129690","Machine Learning"
"2020","New Jersey","15-2031","operations research analysts","detailed","2700","0.71399999999999997","55","114410","30.5","82.32","52.4","63450","171220","108990","Data Analytics"
"2020","New Mexico","00-0000","all occupations","total","785720","1000","23.87","49650","9.61","44.38","17.97","19990","92310","37380","All US Occupations"
"2020","New Mexico","15-1221","computer and information research scientists","detailed","710","0.90200000000000002","60.52","125890","34.26","88.09","62.38","71250","183220","129760","Machine Learning"
"2020","New Mexico","15-2031","operations research analysts","detailed","350","0.44700000000000001","42.55","88510","22.84","65.239999999999995","39.9","47510","135690","82990","Data Analytics"
"2020","New York","00-0000","all occupations","total","8691440","1000","32.619999999999997","67850","12.66","62.88","23.84","26330","130780","49580","All US Occupations"
"2020","New York","15-1221","computer and information research scientists","detailed","960","0.11","66.44","138190","37.49","97.9","64.7","77980","203630","134580","Machine Learning"
"2020","New York","15-2031","operations research analysts","detailed","6600","0.75900000000000001","51.74","107620","25.36","88.83","45.11","52760","184770","93830","Data Analytics"
"2020","North Carolina","00-0000","all occupations","total","4288450","1000","24.52","51010","9.5500000000000007","45.95","18.63","19870","95570","38740","All US Occupations"
"2020","North Carolina","15-1221","computer and information research scientists","detailed","230","5.3999999999999999E-2","46.45","96610","32.299999999999997","64.97","45.34","67180","135150","94310","Machine Learning"
"2020","North Carolina","15-2031","operations research analysts","detailed","2650","0.61899999999999999","45.86","95390","25.59","69.67","44.58","53220","144920","92720","Data Analytics"
"2020","North Dakota","00-0000","all occupations","total","400040","1000","25.22","52450","11.49","42.22","21.26","23900","87820","44220","All US Occupations"
"2020","North Dakota","15-2031","operations research analysts","detailed","120","0.29699999999999999","38.69","80470","24.09","53.19","35.82","50110","110640","74500","Data Analytics"
"2020","Ohio","00-0000","all occupations","total","5137540","1000","24.77","51510","9.9600000000000009","44.68","19.37","20710","92940","40300","All US Occupations"
"2020","Ohio","15-1221","computer and information research scientists","detailed","580","0.113","54.1","112530","30.81","78.91","53.26","64080","164140","110780","Machine Learning"
"2020","Ohio","15-2031","operations research analysts","detailed","4830","0.94099999999999995","42.99","89430","24.52","63.43","42.05","51000","131930","87470","Data Analytics"
"2020","Oklahoma","00-0000","all occupations","total","1562780","1000","22.76","47340","9.24","40.61","17.84","19220","84480","37110","All US Occupations"
"2020","Oklahoma","15-2031","operations research analysts","detailed","640","0.41199999999999998","36.92","76790","22.83","52.21","36.42","47490","108600","75760","Data Analytics"
"2020","Oregon","00-0000","all occupations","total","1806950","1000","27.34","56880","12.44","50.04","21.04","25880","104080","43760","All US Occupations"
"2020","Oregon","15-1221","computer and information research scientists","detailed","220","0.12","66.23","137760","39.36","#","57.14","81870","#","118850","Machine Learning"
"2020","Oregon","15-2031","operations research analysts","detailed","1230","0.67800000000000005","42.77","88960","27.69","61.44","41.42","57600","127800","86160","Data Analytics"
"2020","Pennsylvania","00-0000","all occupations","total","5512120","1000","25.94","53950","10.210000000000001","47.97","20.079999999999998","21240","99780","41760","All US Occupations"
"2020","Pennsylvania","15-1221","computer and information research scientists","detailed","390","7.0999999999999994E-2","53.07","110380","33.11","72.02","52.45","68860","149790","109090","Machine Learning"
"2020","Pennsylvania","15-2031","operations research analysts","detailed","3260","0.59199999999999997","41.86","87060","24.88","63.69","39.700000000000003","51750","132480","82580","Data Analytics"
"2020","Rhode Island","00-0000","all occupations","total","442910","1000","28.96","60240","11.99","52.2","22.77","24930","108570","47360","All US Occupations"
"2020","Rhode Island","15-1221","computer and information research scientists","detailed","440","1.004","53.33","110930","33.340000000000003","67.3","57.18","69340","139990","118930","Machine Learning"
"2020","Rhode Island","15-2031","operations research analysts","detailed","390","0.877","43.57","90620","21.95","69.25","42.8","45650","144040","89030","Data Analytics"
"2020","South Carolina","00-0000","all occupations","total","2015260","1000","22.22","46230","9.27","39.619999999999997","17.36","19280","82420","36100","All US Occupations"
"2020","South Carolina","15-1221","computer and information research scientists","detailed","430","0.215","49.16","102260","34.049999999999997","60.09","51.29","70820","124980","106680","Machine Learning"
"2020","South Carolina","15-2031","operations research analysts","detailed","900","0.44400000000000001","41.11","85500","25.52","60.64","39.25","53090","126120","81640","Data Analytics"
"2020","South Dakota","00-0000","all occupations","total","411250","1000","21.62","44960","10.42","36.64","17.7","21670","76220","36820","All US Occupations"
"2020","Tennessee","00-0000","all occupations","total","2903810","1000","22.85","47530","9.4499999999999993","40.39","18","19660","84010","37440","All US Occupations"
"2020","Tennessee","15-1221","computer and information research scientists","detailed","270","9.1999999999999998E-2","51.13","106350","26.44","67.680000000000007","55.14","55000","140780","114690","Machine Learning"
"2020","Tennessee","15-2031","operations research analysts","detailed","1370","0.47199999999999998","30.63","63710","8.64","52.23","28.62","17960","108650","59530","Data Analytics"
"2020","Texas","00-0000","all occupations","total","12102370","1000","25.19","52400","9.5500000000000007","47.62","19.059999999999999","19870","99050","39640","All US Occupations"
"2020","Texas","15-1221","computer and information research scientists","detailed","1270","0.105","60.72","126290","38.200000000000003","86.12","59.51","79460","179120","123770","Machine Learning"
"2020","Texas","15-2031","operations research analysts","detailed","8880","0.73399999999999999","41.87","87090","22.49","63.27","40.869999999999997","46770","131600","85010","Data Analytics"
"2020","Utah","00-0000","all occupations","total","1489020","1000","24.73","51430","10.11","45.5","18.98","21020","94630","39480","All US Occupations"
"2020","Utah","15-1221","computer and information research scientists","detailed","760","0.51","43.6","90690","28.51","57.02","43.21","59300","118610","89870","Machine Learning"
"2020","Utah","15-2031","operations research analysts","detailed","1640","1.0980000000000001","35.53","73910","18.809999999999999","58.39","32.51","39120","121450","67620","Data Analytics"
"2020","Vermont","00-0000","all occupations","total","281080","1000","25.68","53420","12.4","43.52","20.8","25800","90510","43270","All US Occupations"
"2020","Vermont","15-2031","operations research analysts","detailed","160","0.57399999999999995","38.36","79790","25.53","52.58","36.96","53100","109360","76880","Data Analytics"
"2020","Virginia","00-0000","all occupations","total","3701220","1000","28.92","60160","10.18","58.02","21.74","21160","120680","45210","All US Occupations"
"2020","Virginia","15-1221","computer and information research scientists","detailed","3430","0.92800000000000005","70.59","146830","40.98","#","64.290000000000006","85250","#","133720","Machine Learning"
"2020","Virginia","15-2031","operations research analysts","detailed","7350","1.986","51.97","108090","27.31","80.260000000000005","51.08","56810","166930","106250","Data Analytics"
"2020","Washington","00-0000","all occupations","total","3195200","1000","32.15","66870","14.37","60.91","24.81","29890","126700","51600","All US Occupations"
"2020","Washington","15-1221","computer and information research scientists","detailed","2190","0.68500000000000005","68.760000000000005","143010","37.36","90.44","70.34","77720","188120","146310","Machine Learning"
"2020","Washington","15-2031","operations research analysts","detailed","2520","0.79","47.48","98760","29.6","65.44","44.16","61560","136120","91850","Data Analytics"
"2020","West Virginia","00-0000","all occupations","total","650010","1000","21.82","45380","9.66","38.75","17.07","20090","80590","35500","All US Occupations"
"2020","West Virginia","15-1221","computer and information research scientists","detailed","80","0.128","37.25","77480","26.49","58.93","30.71","55110","122570","63890","Machine Learning"
"2020","West Virginia","15-2031","operations research analysts","detailed","390","0.60299999999999998","31.5","65520","14.43","54.65","28.71","30020","113680","59720","Data Analytics"
"2020","Wisconsin","00-0000","all occupations","total","2709940","1000","24.64","51250","10.43","43.15","19.79","21690","89740","41150","All US Occupations"
"2020","Wisconsin","15-1221","computer and information research scientists","detailed","**","**","48.19","100230","29.45","69.77","50.12","61270","145120","104250","Machine Learning"
"2020","Wisconsin","15-2031","operations research analysts","detailed","1900","0.70199999999999996","39.9","82980","21.98","65.790000000000006","34.409999999999997","45720","136830","71560","Data Analytics"
"2020","Wyoming","00-0000","all occupations","total","261690","1000","24.61","51180","10.55","41.86","20.69","21940","87070","43030","All US Occupations"
"2020","Guam","00-0000","all occupations","total","64820","1000","18.010000000000002","37470","9.06","31.88","13.5","18850","66300","28080","All US Occupations"
"2020","Puerto Rico","00-0000","all occupations","total","819750","1000","14.78","30750","8.02","25.27","10.62","16680","52560","22090","All US Occupations"
"2020","Puerto Rico","15-2031","operations research analysts","detailed","40","4.3999999999999997E-2","34.74","72250","16.36","68.25","29.03","34030","141950","60380","Data Analytics"
"2020","Virgin Islands","00-0000","all occupations","total","35650","1000","23.06","47960","11.27","39.479999999999997","18.55","23440","82130","38590","All US Occupations"
"2018",NA,"00-0000","all occupations",NA,"1943760","1000","21.05","43790","8.67","38.28","16.22","18030","79630","33740","All US Occupations"
"2018",NA,"15-1111","computer and information research scientists",NA,"**","**","66.59","138510","34.79","#","58.65","72360","#","121990","Machine Learning"
"2018",NA,"15-1141","database administrators",NA,"1880","0.96499999999999997","40.19","83580","23.18","59.87","38.78","48210","124520","80660","Data Engineering"
"2018",NA,"15-2031","operations research analysts",NA,"650","0.33200000000000002","42.97","89380","22.68","68.19","40.76","47170","141840","84780","Data Analytics"
"2018",NA,"00-0000","all occupations",NA,"315250","1000","28.22","58710","11.62","49.56","23.09","24180","103080","48020","All US Occupations"
"2018",NA,"15-1141","database administrators",NA,"210","0.66600000000000004","38.270000000000003","79600","21.46","56.58","38.090000000000003","44640","117680","79240","Data Engineering"
"2018",NA,"15-2031","operations research analysts",NA,"150","0.46600000000000003","34.68","72130","18.63","49.45","33.450000000000003","38740","102860","69570","Data Analytics"
"2018",NA,"00-0000","all occupations",NA,"2789520","1000","23.7","49290","10.8","43.62","17.8","22470","90730","37020","All US Occupations"
"2018",NA,"15-1111","computer and information research scientists",NA,"300","0.107","53.61","111510","33.119999999999997","74.260000000000005","51.57","68880","154460","107270","Machine Learning"
"2018",NA,"15-1141","database administrators",NA,"1930","0.69","42.63","88670","23.26","62.54","42.6","48370","130080","88610","Data Engineering"
"2018",NA,"15-2031","operations research analysts",NA,"3450","1.2370000000000001","36.9","76760","18.34","59.3","35.020000000000003","38150","123340","72840","Data Analytics"
"2018",NA,"00-0000","all occupations",NA,"1210120","1000","19.97","41540","9.19","35.25","15.31","19110","73310","31850","All US Occupations"
"2018",NA,"15-1111","computer and information research scientists",NA,"40","0.03","45.78","95220","28.37","62.19","46.86","59010","129360","97460","Machine Learning"
"2018",NA,"15-1141","database administrators",NA,"480","0.39800000000000002","35.380000000000003","73600","20.27","50.87","35.090000000000003","42150","105800","72980","Data Engineering"
"2018",NA,"15-2031","operations research analysts",NA,"600","0.49299999999999999","29.5","61360","17.18","47.19","26.65","35730","98160","55430","Data Analytics"
"2018",NA,"00-0000","all occupations",NA,"17007690","1000","28.44","59150","11.34","56.54","20.399999999999999","23590","117590","42430","All US Occupations"
"2018",NA,"15-1111","computer and information research scientists",NA,"7300","0.42899999999999999","65.540000000000006","136310","33.68","97.72","61.72","70060","203270","128370","Machine Learning"
"2018",NA,"15-1141","database administrators",NA,"10970","0.64500000000000002","48.5","100890","24.05","75.09","48.68","50030","156190","101240","Data Engineering"
"2018",NA,"15-2031","operations research analysts",NA,"11340","0.66700000000000004","45.9","95470","24.84","71.430000000000007","44.29","51660","148580","92130","Data Analytics"
"2018",NA,"00-0000","all occupations",NA,"2620640","1000","26.84","55820","10.81","50.05","20.34","22480","104110","42310","All US Occupations"
"2018",NA,"15-1111","computer and information research scientists",NA,"480","0.182","58.26","121180","32.01","81.2","56.41","66580","168900","117330","Machine Learning"
"2018",NA,"15-1141","database administrators",NA,"2710","1.032","43.95","91410","24.88","63.49","44.36","51740","132060","92260","Data Engineering"
